Raw,Raw_Translated,Clean,Clean_Translated,Tag
d ko lng alm kng makakaipon ako ng gnung kalaki pero pinayagan na ko kso sking pera daw gmit ko...,I don't know if I can save a lot of money but I have allowed me to sking money ...,"hindi ko lang alam kng makakaipon ako ng ganung kalaki, pero pinayagan na ko ksao saking pera daw gamit ko...","Not only did I know that I could accumulate that much, but I had allowed me to use money ...",0
"hindi ko na talaga mapigil, sobrang nagagalit, nag-iinit yung dugo ko kahit na hindi ko kaano-ano si zebby pero napaka walanghiya mo DARYL (SKUSTA CLEE). napakalala mo.","I couldn't control it anymore, my blood was so hot, my blood was burning even though I didn't know what Zebby was but you were so shameless Daryl (Skusta Clee). You are so bad.","hindi ko na talaga mapigil, sobrang nagagalit, nag-iinit yung dugo ko kahit na hindi ko kilala in person si zebby, pero napaka walang hiya mo DARYL (SKUSTA CLEE). napakalala mo.","I couldn't control it anymore, it was so angry, my blood was burning even though I didn't know Zebby in person, but you were so shameless Daryl (Skusta Clee). You are so bad.",1
"Hindi ko pa napapanood pri, send linkkk","I haven't watched Pri, send Linkkk","Hindi ko pa napapanood pri, send linkkk","I haven't watched Pri, send Linkkk",0
"hindi ko ugaling manlait pero seryoso, ang panget mo talaga mag tiktok.","I'm not a joke but seriously, you're really bad.","hindi ko ugali ang manlait pero seryoso, ang panget talaga ng iyong ""tiktok"".","I'm not in the habit of insulting but seriously, your ""Tiktok"" is really ugly.",1
"Hindi maaaring ipagpag na lang to, anim na taon lang Ilang taong gulang na kaming mga first time voter by that time.","We can't just shake it, we're only six years old in the first time voter by that time.","Hindi maaaring ipagpag na lang to, anim na taon lang Ilang taon na kaming mga first time voters after 6 years","We can't just shake it, it's only been six years since we first time voters after 6 years",0
HINDI MO KAILANGANG LUMAYO PARA LUMAYO.,You don't have to stay away to get away.,HINDI MO KAILANGANG LUMAYO PARA LUMAYO.,You don't have to stay away to get away.,0
hindi niyo naman siguro ako huhusgahan kapag nakita niyo akong may kasamang matanda no (10),You don't think I can judge when you see me with an adult no (10),hindi niyo naman siguro ako huhusgahan kapag nakita niyo akong may kasamang matanda no ,You don't think I can judge when you see me with an adult,0
hindi porke't nag-aral kayo ng criminology ay pwede na kayong maging kriminal mga putangina n'yo.,Not only if you study criminology you can now be criminals.,hindi porke't nag-aral kayo ng criminology ay pwede na kayong maging kriminal. putangina n'yo.,Not only if you study criminology you can become a criminal. Putangina you.,1
hinintay ko talaga umalis roommates ko bago ko to gawin,I really waited for my roommates before I did,hinintay ko talaga umalis roommates ko bago ko to gawin,I really waited for my roommates before I did,0
hng ganda ng research niyoooo very timely and relevant,Hng nice research niyoooo very timely and relevant,hng. ganda ng research niyoooo. very timely and relevant,Hng. nice research niyoooo. very timely and relevant,0
How to lessen enemies: Tell them to join rallies para ma bomba.,How to lessen enemies: Tell them to join rallies para ma bomba.,How to lessen enemies: Tell them to join rallies para mabomba.,How to lessen enemies: Tell them to join rallies para mabomba.,0
HOY ANONG MH PUTANGINAMO HIRAP NA HIRAP LANG KAYO PURKE 50 MINS MH AGAD LUGING LUGI KAYO EARLY MID GAME MH AGAD PUKINANGINANG PANGET NA TO AMPOTA DI BA PWEDENH PILOTERS KAMPE,Hey what mh putanginamo is hard to just purke 50 mins mh immediately losing you early mid game mh immediately spit out to ampota to ampota di ba pwedenh piloters champion,"HOY ANONG PUTANGINA MO, HIRAP NA HIRAP LANG KAYO DAHIL LANG 50 MINUTES NA AGAD LUGING LUGI KAYO, EARLY MID GAME NA AGAD PUKINANG-INANG PANGET NA TO, AMPOTA DI BA PWEDENG PILOTERS ANG KAKAMPI","Hey what are you doing, you just have a hard time because it's only been 50 minutes since you lost, early mid games that are right-time, ampota can't the piloters the ally",1
HOYYYYYYY,Hoyyyyyyy,HOYYYYYYY ,Hoyyyyyyy,0
"Huli man, okay pa rin. Sa ikalawang digri na lang iyong sanaysay. Gusto ko lang alalahanin ang tagumpay na ito.","Eventually, it's okay. Only in the second degree is your essay. I just want to remember this success.","Huli man, okay pa rin. Sa ikalawang digri na lang iyong sanaysay. Gusto ko lang alalahanin ang tagumpay na ito.","Eventually, it's okay. Only in the second degree is your essay. I just want to remember this success.",0
hustisya kay doc joferlyn,Justice to Doc Joferlyn,hustisya kay doc joferlyn,Justice to Doc Joferlyn,0
Huwag mo isipin yung iisipin nila kasi may sarili silang isip. Kung naguguluhan ang isip mo dahil sa iniisip nila masyado mo iniisip ang iisipin nila. Basta keep on posting.,Don't think about what they think because they have their own minds. If your mind is confused because they think you are thinking too much about what they think. Just keep on posting.,Huwag mo isipin yung iisipin nila kasi may sarili silang isip. Kung naguguluhan ang isip mo dahil sa iniisip nila masyado mo iniisip ang iisipin nila. Basta keep on posting. ,Don't think about what they think because they have their own minds. If your mind is confused because they think you are thinking too much about what they think. Just keep on posting.,0
"HUWAG MONG SASAKTAN ANG MAHAL NI LABRADOR!
ANG GALING NI SENATOR!","Don't hurt Labrador's loved one!
Senator's awesome!","HUWAG MONG SASAKTAN ANG MAHAL NI LABRADOR!
ANG GALING NI SENATOR!","Don't hurt Labrador's loved one!
Senator's awesome!",0
"I would like to thank my dad for the thick eyebrow genes, kahit sabog at least makapal","I would like to thank my dad for the thick eyebrow genes, kahit sabog at least makapal","I would like to thank my dad for the thick eyebrow genes, kahit sabog at least makapal ","I would like to thank my dad for the thick eyebrow genes, kahit sabog at least makapal ",0
"Iba Ka talaga magmahal, maraming salamat G!
Kaya naman alam ko rin na ilalagay Mo ako kung saan ako dapat","You really love it, thank you so much!
So I also know that you will put me where I should","Iba ka talaga magmahal, maraming salamat God!
Kaya naman alam ko rin na ilalagay Mo ako kung saan ako nararapat.","You really love, thank you God!
So I also know that you will put me where I should be.",0
Ibato ko na siguro ung laptop ko sa ulanan ...,I threw it maybe my laptop on the shower ...,Ibato ko na siguro ung laptop ko sa ulanan.,I threw my laptop on the laptop.,0
IG-worthy ba yang low quality pic na yan,Ig-worthy is that low quality pic,IG-worthy ba yang low quality pic na yan,Ig-worthy is that low quality pic,0
ihian mo ako idol,umian u i idol,"ihian mo ako, idol.","Put me on, idol.",0
ikaw ba naman walang masagutan sa BaCal e,Do you have no answer to bacal e,ikaw ba naman walang masagutan sa BaCal e,Do you have no answer to bacal e,0
Ikaw na lang sana ang nakalaan.,You just have to go.,Ikaw na lang sana ang nakalaan para sa akin.,You would have been the only one for me.,0
Imaginary supporters amp HAHAHA,Imaginary supporters amp HAHAHA,Imaginary supporters amp HAHAHA,Imaginary supporters amp HAHAHA,0
"INANG BAYAN, NAKAKAAWA KA'","Motherland, you are pity '","INANG BAYAN, NAKAKAAWA KA","Motherland, you are pity",1
ingat madulas po sa hagdan,Remember to slip on the stairs,ingat madulas po sa hagdan,Remember to slip on the stairs,0
"Iniwan mo ako tapos ngayon mag chachat ka na magkikita tayo ang kapal naman ng mukha mo, maghintay ka jan papunta nako.","You left me and now you have a chachat that we will see the thickness of your face, wait for me to go.",Iniwan mo ako tapos ngayon kakausapin mo ako para magkikita tayo Ang kapal naman ng mukha mo. Maghintay ka doon. Papunta na ako.,You left me and now you talk to me so we can see the thickness of your face. Wait there. I'm coming.,1
"Isang araw, darating din sa iyo ang pag-ibig na para sa iyo talaga— pag-ibig na mananatili at hindi pansamantala.","One day, love will also come to you for you really-love that will remain and not temporarily.","Isang araw, darating din sa iyo ang pag-ibig na para sa iyo talaga— pag-ibig na mananatili at hindi pansamantala.","One day, love will also come to you for you really-love that will remain and not temporarily.",0
Isuspend nyo na. Arrgh. Ayoko pa mag exam,You suspend it. Arrgh. I don't want to take the exam yet,Isuspend nyo na. Arrgh. Ayoko pa mag exam ,You suspend it. Arrgh. I don't want to take the exam yet,0
Jane de Leon biglang naiyak nang isuot na ang Darna costume: Parang doon lang nag-sink in sa akin na this is it!,Jane de Leon suddenly cried when the Darna costume was wearing: it just seemed to sink in to me this is it!,Jane de Leon biglang naiyak nang isuot na ang Darna costume: Parang doon lang nag-sink in sa akin na this is it!,Jane de Leon suddenly cried when the Darna costume was wearing: it just seemed to sink in to me this is it!,0
Jusq naman HAHAHAHAHA obsessed na sila,Jusq naman hahahahaha obsessed they are,Jusko naman HAHAHAHAHA. obsessed na sila,Jusko naman hahahahaha. They are obsessed,0
"Just asking... mag 2 years na po ang shih tzu ko, d pa nagbubuntis. May asawa po sia. Ano kaya problema thanks po","Just asking ... my shih tzu has been 2 years old, d still pregnant. She is married. What is the problem thanks po","Just asking... mag 2 years na po ang shih tzu ko, d pa nagbubuntis. May asawa po sia. Ano kaya problema thanks po","Just asking ... my shih tzu has been 2 years old, d still pregnant. She is married. What is the problem thanks po",0
JUST IN: Narito ang listahan ng mga bagong halal na Senador na uupo sa pwesto hanggang 2028. Isinasagawa ngayong hapon ang kanilang proklamasyon sa PICC.,JUST IN: Here is a list of newly elected senators who will sit in place until 2028. This afternoon their proclamation at the PICC is held this afternoon.,JUST IN: Narito ang listahan ng mga bagong halal na Senador na uupo sa pwesto hanggang 2028. Isinasagawa ngayong hapon ang kanilang proklamasyon sa PICC.,JUST IN: Here is a list of newly elected senators who will sit in place until 2028. This afternoon their proclamation at the PICC is held this afternoon.,0
Pag panget ka maging mabait ka nalang tang ina mo,When you get older you are kind of your mother,"Kaag panget ka, maging mabait ka na lang, tangina mo","You're so ugly, just be nice, you just",1
Kagising mo bukas nutribun ka na,Wake up tomorrow you are nutribun,Kagising mo bukas nutribun ka na,Wake up tomorrow you are nutribun,0
"Kahit di ako magtanong, marami akong nalalaman HAHAHAHAHAHA","Even though I don't ask, I know a lot hahahahahaha","Kahit di ako magtanong, marami akong nalalaman HAHAHAHAHAHA","Even though I don't ask, I know a lot hahahahahaha",0
"Kaibigan, ano ang iyong problema sa buhay Tungkol ba ito sa love life, trabaho o pera","Friend, what is your life problem about it in love life, work or money","Kaibigan, ano ang iyong problema sa buhay Tungkol ba ito sa love life, trabaho o pera","Friend, what is your life problem about it in love life, work or money",0
"Tropa, limang letra 
Peru di' mabilang na pagsasama
Syempre di' mawawala 
Ang lungkot at problema","Trooper, five letters
Peru non 'counting integration
Of course not to lose
The sadness and trouble","Kaibigan, limang letra Pero hindi mabibilang ang pagsasama Syempre hindi mawawala Ang lungkot at problema","Friends, five letters but not counting the marriage of course the sadness and problems will not be lost",0
KAILANGAN KO DIN NG CARLOS YULO SA BUHAY KO HAYS,I also need carlos yulo in my life hays,KAILANGAN KO DIN NG CARLOS YULO SA BUHAY KO. HAYS,I also need Carlos Yulo in my life. Hays,0
kakamiss nga naman wiiiw,kakamiss indeed wiiiw,kakamiss nga naman. wiiiw,Kakamiss nga naman. wiiiw,0
Kalakbay! Na-miss mo na bang mag-travel Ano’ng dadalhin mo sa dream destination mo,Kalabay! Have you ever missed traveling what you bring to your dream destination,Kalakbay! Na-miss mo na bang mag-travel Ano ang dadalhin mo sa dream destination mo,Kalabay! Have you ever missed traveling What do you bring to your dream destination,0
KALOKA! Pati ang litrato nina Barbie Imperial at Xian Lim na magkasama na kuha sa isang hotel sa Davao Oriental ay nilagyan ng malisya ng ilang netizens.,Kaloka! As well as a photo of Barbie Imperial and Xian Lim together taken at a hotel in Davao Oriental has been maligned by some netizens.,KALOKA! Pati ang litrato nina Barbie Imperial at Xian Lim na magkasama na kuha sa isang hotel sa Davao Oriental ay nilagyan ng malisya ng ilang netizens.,Kaloka! As well as a photo of Barbie Imperial and Xian Lim together taken at a hotel in Davao Oriental has been maligned by some netizens.,0
". Kaya lang, kami ang naka ranas ng buhay ng mga panahon nuon at sa panahon ngayon kasama ka, kaya kami ang nakakapag kumpara kung ano ang kaibahan nuon at ngayon.",". So, we are the ones who have lived the lives of those times and nowadays with you, so we are able to compare what is different and now.","Kami ang naka ranas ng buhay ng mga panahon nuon. at sa panahon ngayon kasama ka, kaya kami ang nakakapag kumpara kung ano ang kaibahan nuon at ngayon.","We are the ones who have lived the life of those times. And nowadays with you, so we can be compared to what makes it different and now.",1
"Kapag acidic ang isang tao, humihina ang immune system at madaming sakit ang dumadapo.","When a person is acidic, the immune system weakens and many diseases are suffering.","Kapag acidic ang isang tao, humihina ang immune system at madaming sakit ang dumadapo.","When a person is acidic, the immune system weakens and many diseases are suffering.",0
"Paglate ka na, post ka muna sa story mo ng ""Sht I'm late"" bago ka tumakbo.","When you get up, post your ""sht I'm late"" story before you run.","Kapag late ka na, post ka muna sa story mo ng ""Shit I'm late"" bago ka tumakbo.","When you're late, post your ""shit I'm late"" story before you run.",0
"..ganun din pag may botohan hndi lang comelec may karapatan bumilang ng mga boto dahil malaya taung bansa, kng ayaw nila may ibang grupo bibilang ng mga boto ng mga tao at idahilan nila parang nagtatawag ng kaguluhan e GUILTY cla so may ginawa clang kagaguhan sa mamamayang pilipino na sa kanila nagpapasahod...","..that is also a poll and not just a comelec has the right to count votes because they are free from the country, they do not want another group to count people's votes and they seem to be calling for chaos e guilty cla so there is a clang in the world Filipino people who are paying for ...","kapag may botohan hndi lang comelec may karapatan bumilang ng mga boto dahil malaya taung bansa, kung ayaw nila may ibang grupo bibilang ng mga boto ng mga tao at idahilan nila parang nagtatawag ng kaguluhan, e GUILTY sila, so may ginawa clang kagaguhan sa mamamayang pilipino na nagpapasahod sa kanila","When there is a poll, Comelec has the right to count votes because they are free country, if they do not want another group to count people's votes and they seem to be calling for chaos, they are guilty, so they have done something to the Filipino people that pays them",0
"kapamilya ko man kayo o kaibigan, sana ay makaharap niyo ang ilang libong Pilipino na pinahirapan ng diktaturyang Marcos at lahat ng mga aktibistang nakipaglaban sa People Power para makamit niyo ang freedom of speech","Whether you are a family or friend, I hope you meet a few thousand Filipinos tortured by the Marcos dictatorship and all the activists who fought in People Power to achieve Freedom of Speech","kapamilya ko man kayo o kaibigan, sana ay makaharap niyo ang ilang libong Pilipino na pinahirapan ng diktaturyang Marcos at lahat ng mga aktibistang nakipaglaban sa People Power para makamit niyo ang freedom of speech","Whether you are a family or friend, I hope you meet a few thousand Filipinos tortured by the Marcos dictatorship and all the activists who fought in People Power to achieve Freedom of Speech",0
"Kasalukuyang nasa Saipan, Northern Mariana Islands ang Korean father ng Viva artist na si Angeli Khang at nagpapatakbo ng construction business sa mahabang panahon","Viva artist Angeli Khang is currently in Saipan, Northern Mariana Islands and has run a construction business for a long time","Kasalukuyang nasa Saipan, Northern Mariana Islands ang Korean father ng Viva artist na si Angeli Khang at nagpapatakbo ng construction business sa mahabang panahon","Viva artist Angeli Khang is currently in Saipan, Northern Mariana Islands and has run a construction business for a long time",0
Kaya magaaso nalang ako nang madami,So I will enjoy a lot,Kaya magaaso nalang ako nang madami,So I will enjoy a lot,0
"Kayo na lang kaya Mas compatible kayo tingnan.Tutal, komportable ka naman sa kanya. Kanya ka na lang.",You are just more compatible look at. You are comfortable with him. It's just you.,"Kayo na lang kaya Mas compatible kayo tingnan.Tutal, komportable ka naman sa kanya. Sa kanya ka na .",You are just more compatible look at. You are comfortable with him. You are with him.,0
Kinakabahan ako sa section ko next year. Gusto ko malaman na ayaw.,I'm nervous about my section next year. I want to know that I don't want to.,Kinakabahan ako sa section ko next year. Gusto ko malaman pero at the same time ayaw ko.,I'm nervous about my section next year. I want to know but at the same time I don't want to.,0
"kinikilig ako amputa 9 hrs grind sa tg tapos secret na HAHAHAHAHA bukod pa sahod ko na 3k kanina, wala basta thank you sa tg at sa ibang nagbigay ng tulong sakin, mapapagawa ko na bahay nila mama sa manila","I love Amputa 9 hrs grind to TG and then secret hahahahaha besides my 3k paycheck, not just thank you to TG and to others who provided help me, I can make their mom home in manila","kinikilig ako puta, 9 hrs grind sa ""tg"" tapos secret na HAHAHAHAHA bukod pa sahod ko na 3k kanina, wala, basta thank you sa ""tg"" at sa ibang tumulong sakin, mapapagawa ko na bahay nila mama sa manila","I love it, 9 hrs grind in ""TG"" then secret hahahahaha besides my 3k paycheck, no, just thank you for ""TG"" and to others who helped me, I can make their mom home in Manila",0
kinikilig ako oh sa mga pang uuto mo,I love oh with the ones you cook,Kinikilig ako sa mga kasinungalingan mo.,I love your lies.,1
korique madam,korique madam,korek madam,Korek Madam,0
"Kung andito ka man Katryn, pagalawin niyo po ang baso.","If you are here Katryn, please move the glasses.","Kung andito ka man Katryn, pagalawin niyo po ang baso.","If you are here Katryn, please move the glasses.",0
"KUNG MAGSE-SEND KA NG GROUP MESSAGE NA ""TEXT-TEXT TAYO"" TAPOS HINDI KA NAMAN MAGREREPLY, EH PAKAMATAY KA NA LANG","If you send a group message ""Text-text"" then you will not respond, you just die","KUNG MAGSE-SEND KA NG GROUP MESSAGE NA ""TEXT-TEXT TAYO"" TAPOS HINDI KA NAMAN MAGREREPLY, EH PAKAMATAY KA NA LANG","If you send a group message ""Text-text"" then you will not respond, you just die",1
"""Kung sino ka mang hampaslupa_kayo, gusto ko lang sabihin na bagay sayo yung napili mong screen name at may natutunan ka kay maam filipino dahil gumamit ka ng tambalang salita.","""Whoever you are, I just want to say that you have chosen the screen name and you learned something from Maam Filipino because you use a compound word.","Kung sino ka mang hampaslupa kayo, gusto ko lang sabihin na bagay sayo yung napili mong screen name, at may natutunan ka kay maam filipino dahil gumamit ka ng tambalang salita.","No matter who you are, I just want to say that you have chosen your screen name, and you learned something from Maam Filipino because you used a compound word.",1
Kuya Grab: I deserve an explanation po,Kuya Grab: I deserve an explanation po,Kuya Grab: I deserve an explanation po,Kuya Grab: I deserve an explanation po,0
LAKASAN MOOO,MAKE MOOO,LAKASAN MOOO,MAKE MOOO,0
Lamunin niyo commitment at abandonment issues niyo mga narcissistic kayong mga bwakanang shit kayo.,You will take your commitment and abandonment issues with your narcissistic shit.,"Lamunin niyo commitment at abandonment issues niyo, mga narcissistic kayong mga bwakanang shit kayo.","You will take your commitment and abandonment of your issues, you are narcissistic shit you.",1
ldr ang dalawang yan ang alam ko ang taray naman nagkita na HAHAHAHAA,LDR Those two I know the Taray also met hahahahaa,ldr ang dalawang yan ang alam ko ang taray naman nagkita na HAHAHAHAA,LDR Those two I know the Taray also met hahahahaa,0
LF kasama,Lf included,LF kasama,Lf included,0
Lf: Nagluluto ng Pansit sa Bilao po ba tawag dun hehe. For tomorrow po sana. Thankyou,LF: cooking noodles in the bun is a call. For tomorrow please. Thankyou,Lf: Nagluluto ng Pansit sa Bilao po ba tawag dun hehe. For tomorrow po sana. Thank you,LF: cooking noodles in the bun is a call. For tomorrow please. Thank you,0
"Liit liit mo tapos antapang mo, chanak kaba.","You are so small that you are so sweet, chanak kaba.",Liit liit mo tapos antapang mo. chanak ka ba,Liit Liit mo tapos antapang mo. Chanak ka ba,1
"Look: RICCI, ANDREA NAGLAMBINGAN SA COURT","LOOK: RICCI, ANDREA SUPPORTED TO THE COURT",Look: RICCI at ANDREA. NAGLAMBINGAN SA COURT,LOOK: Ricci and Andrea. Damn on the court,0
"Lord, sa aking susunod na buhay pls gawin niyo na lang akong baka sa New Zealand. Ayoko na po dito na may presidenteng may gana pang magreklamo pa sa sweldo sa panahon ng maraming nagugutom at nawawalan ng tiyan.","Lord, in my next life pls just make me a cow in New Zealand. I do not want to have a president who has to complain about salaries during many hungry and lose their stomachs.","Lord, sa aking susunod na buhay please gawin niyo na lang akong cow sa New Zealand. Ayoko na po dito na may presidenteng may gana pang magreklamo sa sweldo sa panahon na maraming nagugutom at nawawalan ng tiyan.","Lord, in my next life please make me a cow in New Zealand. I do not want to be here with a president who has to complain about paycheck at a time when many are hungry and lose their stomachs.",0
luh desisyon yarn,Luh decision yarn,luh. desisyon yarn,luh. Decision Yarn,0
"Lumayo layo ka nga sakin, tingnan mo nilalanggam na tuloy ako, at pwede ba wag kang pa asa ha At isa pa wag ka ding PAFALL at baka dahil sayo mabasag ng de oras puso ko. Tch! Tandaan mo strict ang parents ko. XD","You are far away from me, look at me, and can you not be there and another one you will not be able to do and maybe because of my heart time. Tch! Remember my parents are strict. XD","Lumayo layo ka nga sakin, tingnan mo nilalanggam na tuloy ako, at pwede ba wag kang pa-asa ha At isa pa huwag ka ding PA-FALL at baka dahil sayo mabasag nang wala sa oras ang puso ko. Tch! Tandaan mo strict ang parents ko. XD","You are far away from me, look at me, and can you not hope and another one will not fall and maybe because you break my heart in no time. Tch! Remember my parents are strict. XD",1
"Lumipad mula Australia ang girlfriend ni Carlos Yulo na si Chloe para panoorin ang mga laban ni Caloy sa Southeast Asian Games sa Hanoi, Vietnam.","Carlos Yulo's girlfriend Chloe flew from Australia to watch Caloy's battles at the Southeast Asian Games in Hanoi, Vietnam.","Lumipad mula Australia ang girlfriend ni Carlos Yulo na si Chloe para panoorin ang mga laban ni Caloy sa Southeast Asian Games sa Hanoi, Vietnam.","Carlos Yulo's girlfriend Chloe flew from Australia to watch Caloy's battles at the Southeast Asian Games in Hanoi, Vietnam.",0
MA AKO NA BAHALA SA MGA HUGASIN,I will take care of the wash,MA AKO NA BAHALA SA MGA HUGASIN,I will take care of the wash,0
Pawisin kasi ako. Sa likod at sa mata. Kaya ayoko ng tag-init.,I sweat because I am. Behind and in the eye. So I don't like summer.,Madali akong pawisa. Sa likod at sa mata. Kaya ayoko ng tag-init.,I can easily get rid of it. Behind and in the eye. So I don't like summer.,0
madali ba upcat,Is it easy UPCAT,madali ba upcat,Is it easy UPCAT,0
"mag hi kayo, add nyonadin ako para maging close us ^^","Mag hi you, add nyonadin me to be close us ^^","mag hi kayo, add nyo na din ako para maging close us ^^","Mag hi, add me to be close to us ^^",0
Mageffort ka naman minsan hindi yung puro ako na lang lagi.,You can do it sometimes not just me.,"Mag-effort ka naman minsan, hindi yung puro ako na lang lagi.","You can make an effort sometimes, it's not just me.",1
Mag-live po ako 6pm sa FB page ko para sa mga damit at anik-anik. Totoo nato ,I'm going to live 6pm on my FB page for clothes and dicks. We are true,Mag-live po ako 6pm sa FB page ko para sa mga damit at anik-anik. Totoo nato ,I'm going to live 6pm on my FB page for clothes and dicks. We are true,0
maganda ka talaga kahit na ang taba mo haha,You really look good even if you are fat haha,maganda ka talaga kahit na ang taba mo haha,You really look good even if you are fat haha,0
Maging parte ng aming organisasyon at sari-saring mga karanasan ang nag-aabang sa inyo!,Be a part of our organization and a variety of experiences are waiting for you!,Maging parte ng aming organisasyon at sari-saring mga karanasan ang nag-aabang sa inyo!,Be a part of our organization and a variety of experiences are waiting for you!,0
Ang labo ata.,Ang labo ata.,Malabo yata.,Damn yata.,0
Malandi ka naman talaga . Hindi mo ba talaga pansin  Ok lang yan may next time pa .,You really are flirty. Don't you really notice that it's okay next time.,Malandi ka naman talaga . Hindi mo ba talaga pansin  Ok lang yan may next time pa .,You really are flirty. Don't you really notice that it's okay next time.,1
Mama buti na lang pinag aral mo akong mabuti. Salamat,Mommy is just good enough to study me well. Thanks,Mama. buti na lang pinag aral mo akong mabuti. Salamat,Mom. Fortunately you studied me well. Thanks,0
Marami ka bang kaibigan Ilan doon ang masasabi mong tunay i-tag mo nga sila nang magkaalaman!,Do you have many friends there you can say that you really tag them to find out!,Marami ka bang kaibigan Ilan doon ang masasabi mong tunay i-tag mo nga sila nang magkaalaman!,Do you have many friends there you can say that you really tag them to find out!,0
Marami ka ng pinapaiyak na Pilipino. Ama kayo na po bahala samin ,You have a lot of Filipinos. Father you take care of us,"Marami ka nang Pilipinong pinapaiyak. Ama, kayo na po ang bahala samin","You have a lot of Filipinos crying. Father, you take care of us",0
MARAMI NA ANG NAKANOOD PERO MAS I-TODO PA NATIN!,Many have watched but let's go!,MARAMI NA ANG NAKANOOD PERO MAS I-TODO PA NATIN!,Many have watched but let's go!,0
Maraming masamang epekto ang pagkakaroon ng stress sa iyong katawan. Madalas ay hindi mo ito napapansin.,Stress has many adverse effects on your body. Often you don't notice it.,Maraming masamang epekto ang pagkakaroon ng stress sa iyong katawan. Madalas ay hindi mo ito napapansin.,Stress has many adverse effects on your body. Often you don't notice it.,0
Marupok pero di pokpok.,It's fragile but it's not.,Marupok pero hindi pokpok.,It's fragile but not a jerk.,1
"Mas masarap kya ang tambay
Lalo na kapag may inaasahan kang monthly allowance
Charot!!!!","It's more delicious the hangover
Especially when you expect a monthly allowance
Charot !!!!","Mas masarap kaya ang tambay
Lalo na kapag may inaasahan kang monthly allowance
Charot!!!!","The hangover is so delicious
Especially when you expect a monthly allowance
Charot !!!!",0
mas masaya daw kasi sa masikip ,It's more fun because it's tight,mas masaya daw kasi sa masikip ,It's more fun because it's tight,0
mas okay kung taga south na rin pero kung willing magtravel doet lang! sagot namin transpo ,It's better to be from South but if you are willing to do it! We answer transpo,mas okay kung taga south na rin pero kung willing magtravel doet lang! sagot namin transpo ,It's better to be from South but if you are willing to do it! We answer transpo,0
Masaya ka na ba   Sana magkaroon na tayo ng cellphone  many wishes to come para sayo ,Are you happy that we have a cellphone many wishes to come for you,Masaya ka na ba  Sana magkaroon na tayo ng cellphone many wishes to come para sayo ,Are you happy that we have a cellphone many wishes to come for you,0
Matuto tayong manahimik kapag wala tayong ambag sa buhay ng tao. ,Let us learn to keep quiet when we have no contribution to human life.,Matuto tayong manahimik kapag pangit naman tayo.,Let's learn to keep quiet when we're ugly.,1
May ka-date ka na ba sa Valetines Tara! Tayo na lang! Sabay-sabay natin alamin kung ano nga ba ang pagmamahal!,Do you have a date with Valetines tara! Let's go! Let's find out at the same time what love really is!,May ka-date ka na ba sa Valetines Tara! Tayo na lang! Sabay-sabay natin alamin kung ano nga ba ang pagmamahal!,Do you have a date with Valetines tara! Let's go! Let's find out at the same time what love really is!,0
May mga nawala pero meron ding mga pumalit na bago.,There are those who are gone but there are also new ones.,May mga nawala pero meron ding mga pumalit na bago.,There are those who are gone but there are also new ones.,0
"May natira pa sa sinweldo sa intense na trabaho Dasurv mo to take a break! Book international trips from P999 one-way base fare ‘til May 23, 2022!","There is still a salary of your intense job dasurv to take a break! Book International Trips from P999 One-Way Base Fare 'Til May 23, 2022!","May natira pa sa sinweldo sa intense na trabaho Dasurv mo to take a break! Book international trips from P999 one-way base fare ‘til May 23, 2022!","There is still a salary of your intense job dasurv to take a break! Book International Trips from P999 One-Way Base Fare 'Til May 23, 2022!",0
May pag-asa pa ba kung susuko ka na,Is there any hope if you will give up,May pag-asa pa ba kung susuko ka na,Is there any hope if you will give up,0
May pinaglalaban talaga tong witch na to. HAHAHAHAHAHA apir sa mga may incentives sa Math!,There is really a fight for this witch. HAHAHAHAHAHA apir to those with incentives in math!,May pinaglalaban talaga tong witch na to. HAHAHAHAHAHA. apir sa mga may incentives sa Math!,There is really a fight for this witch. Hahahahahaha. Join those with incentives in Math!,1
Me na nalungkot ng sobra noon kase favorite ko yung Judas kantahin ,Me who was so sad that my favorite was the judas sing,Me na nalungkot ng sobra noon kase favorite ko yung Judas kantahin ,Me who was so sad that my favorite was the judas sing,0
Mga magkano po kaya magagastos lahat as tourist sa Paris for 2 weeks,How much can it be all as a tourist in Paris for 2 weeks,Mga magkano po kaya magagastos lahat as tourist sa Paris for 2 weeks,How much can it be all as a tourist in Paris for 2 weeks,0
Mga panahong 40 kilos lang ako. ,I was only 40 times 40.,Mga panahong 40 kilos lang ako. ,I was only 40 times 40.,0
mga taong hindi naman nakapasa ng UP: +  no @up.edu.ph email no opinion ,people who have not passed UP: + NO @UP.Edu.ph Email No Opinion,mga taong hindi naman nakapasa ng UP: + no @up.edu.ph email no opinion ,people who have not passed UP: + NO @UP.Edu.ph Email No Opinion,1
Minsan ba sumagi sa isip nyo kung bakit ka/tayo nasa program na to Kung bakit kahit alam nating mahirap at nahihirapan na tayo pinagpapatuloy at nakaka survive pa rin tayo,Do you sometimes wonder why you/we are in this program why even though we know it is difficult and difficult to continue and we can still survive,"Minsan ba sumagi sa isip nyo kung bakit ka/tayo nasa program na to Kung bakit kahit alam nating mahirap at nahihirapan na tayo, nagpapatuloy at nakaka survive pa rin tayo","Do you sometimes wonder why you/we are in this program why even though we know that we are difficult and difficult, we continue and survive",0
