Raw,Raw_Translated,Clean,Clean_Translated,Tag
matutulog ka o magmamaldita ako,You will sleep or I will miserable,matutulog ka o magmamamaldita ako,You will sleep or I will be in a bad mood,1
Yung pamangkin ko naiiyak iyakan Me Di pa pagod umiyak Iyak pa yung mas malakas Tumigil siya umiyak,My nephew was crying crying for me not tired of crying and the louder he stopped crying,Yung pamangkin ko nag-iiyak iyakan. Me Di pa pagod umiyak-iyak pa yung mas malakas. Tumigil siya umiyak,My nephew was crying. I have never been tired of crying even stronger. She stopped crying,1
Nakakafrustrate lang as someone na pinakabago na makitang nagtatae yung mga seniors na doble o triple yung sweldo compared to mine Act your fucking wage mga hind t,It's just illustrative as someone's latest to see the seniors diarrhea or triple salaries compared to mine act your fucking wage,Nakakafrustrate lang as someone na pinakabago na makitang nagtatae yung mga seniors na doble o triple yung sweldo compared to mine Act your fucking wage mga hindot,It's just illustrative as someone's latest to see the seniors who are double or triple salaries compared to mine act your fucking wage,1
Walang motivational quotes for today Simpleng happiness lang will get you going Like this plate of pancit canton The first in 2022,Walang motivational quotes for today Simpleng happiness lang will get you going Like this plate of pancit canton The first in 2022,Walang motivational quotes for today. Simpleng happiness lang will get you going Like this plate of pancit canton. The first in 2022,Walang motivational quotes for today. Simpleng happiness lang will get you going Like this plate of pancit canton. The first in 2022,0
After the election tamad na tamad na akong lumabas lalo na sa dapat gawin Plus nagtiitpid ako maniwala kayo Pero ngayon nasa labas ako Kalokang resibo ito kailangan kong dalhin sa school,After the election I was too lazy to go out especially what I had to do plus I was trying to believe it but now I'm out of this receipt I have to take it to school,After the election tamad na tamad na akong lumabas lalo na sa dapat gawin Plus nagtiitpid ako maniwala kayo Pero ngayon nasa labas ako Kalokang resibo ito kailangan kong dalhin sa school,After the election I was too lazy to go out especially what I had to do plus I was trying to believe it but now I'm out of this receipt I have to take it to school,1
Pero next next week iiyak na ako sa math na subjects KO tangina 3 magkasunod sila,But next week I will cry in math subjects I will take 3 they will,Pero next next week iiyak na ako sa math na subjects KO tangina 3 magkasunod sila,But next week I will cry in math subjects I will take 3 they will,1
Dont Blame Me,Dont Blame Me,Dont Blame Me,Dont Blame Me,1
lahat na lang ng kamalas malasang pwede mangyari ay nangyari,All the wisdom that could happen would have happened,lahat na lang ng kamalas-malasang pwede mangyari ay nangyari,Everything that is so badly can happen to have happened,1
Ang lungkot sobra kung kelan nakaka ipon nako sa trabaho don pa ngyare to bat ganon Paulit ulit kong tinatanong talaga bat pati ako damay i just want to make mommy proud Pero bat nasisira mga plano ko,The sadness is too much if I can get a job at work and not ask me again and again and again and,Ang lungkot sobra kung kelan nakaka ipon nako sa trabaho don pa ngyare to bat ganon Paulit ulit kong tinatanong talaga bat pati ako damay i just want to make mommy proud Pero bat nasisira mga plano ko,The sadness is too much if I can get a job at work and not ask me again and again and again and,1
I wish na di muna gawin sakanya yung mga ginawa mo sakin noon,I wish you didn't do what you did to me before,Ang lungkot sobra kung kelan nakaka ipon nako sa trabaho don pa ngyare to bat ganon Paulit ulit kong tinatanong talaga bat pati ako damay i just want to make mommy proud Pero bat nasisira mga plano ko,The sadness is too much if I can get a job at work and not ask me again and again and again and,0
Trolling a troll lol,Trolling a troll lol,Trolling a troll lol,Trolling a troll lol,1
Tapang tapang mo urong urong ka naman pag nilapitan ka sumbong ka sa mama mong isa pang spoiled,You are brave enough to retreat when you approach your mom another spoiled,Tapang tapang mo urong urong ka naman pag nilapitan ka sumbong ka sa mama mong isa pang spoiled,You are brave enough to retreat when you approach your mom another spoiled,1
Nakakahiya daw yung mga Pilipino na nag protest sa pagpunta ni dayunyor sa Australia Tanga kayo dapat mahiya kasi mga sinungaling magnanakaw at mga manloloko kayo Tanginang VR pano ba naging tao to,It is a shame for the Filipinos who protest at Dayununor's going to Australia you should be ashamed of liars and thieves and cheaters you are VR,"Nakakahiya daw yung mga Pilipino na nag protest sa pagpunta ni dayunyor sa Australia Tanga kayo dapat mahiya kasi mga sinungaling magnanakaw at mga manloloko kayo. Tanginang, VR. pano ba naging tao to","It is a shame for the Filipinos who protest at Dayununor's going to Australia you should be ashamed of liars and thieves. Tanginang, vr. How did this be a person",1
pwede bang ingatan mo sya mga bagay na di ko magawa nung kami pa,Can you take care of her things that I can't do when we,pwede bang ingatan mo sya mga bagay na di ko magawa nung kami pa,Can you take care of her things that I can't do when we,0
hihintayin kita kahit nasa n kapa di ako mawawala,I will wait for you even when I am not lost,hihintayin kita kahit nasa n kapa di ako mawawala,I will wait for you even when I am not lost,0
SOBRANG TOXIC SA WORKPLACE KANINA LIKE SHUTANG INAAAAA GUSTO KO TALAGA MANAKAL NG ILAN SA MGA SENIORS KO NA PALPAK MAG WORK KULANG ANG DABOG TALAGA HAHAHAHHAHA,Extremely toxic in the workplace like this like shotang motheraaaa I really want to cheat some of my seniors who have a hard work for work.,"SOBRANG TOXIC SA WORKPLACE KANINA, LIKE, SHUTANGINA. GUSTO KO TALAGA SAKALIN ANG ILAN SA MGA SENIORS KO NA PALPAK MAG WORK. KULANG ANG PAGDADADABOG TALAGA HAHAHAHHAHA","Extremely toxic in the workplace earlier, like, Shutangina. I really want to get some of my seniors to work. Lack of explosion really hahahahhaha",1
Magaling lang sa etits Chos,Just nice to etits chos,"Magaling lang sa etits, Chos","Just fine with etits, chos",1
Anoo diba pag safeguard yung sabon ilang banlaw lang goods na Pag dove naman ganon eh isang drum ganon kelangan ba talaga banlawan yon Kasi wala lang naisip ko lang yung tinutukoy niyang softness sa description niya baka yun na yon habang naliligo di na kelangan banlaw,What if the soap was so good that it was just a good goods to do so that it was a drum that it really didn't rinse because I just didn't think he was referring to the softness in his description that it might be while bathing,"Ano di ba, pag safeguard yung sabon ilang banlaw lang goods na. Pag dove naman ganon eh isang drum ganon kelangan ba talaga banlawan yon. Kasi wala lang naisip ko lang yung tinutukoy niyang softness sa description niya baka yun na yon habang naliligo di na kelangan banlaw","Well, when the soap is safeguard just a few goods. When it comes to dove it is a drum that doesn't really rinse it. Because I just didn't think he was referring to the softness in his description that it might be that while bathing in no time",0
To my temporary happiness You may left in my life but you always stay in my heart Thank you sa kadali na panahon na uban taka Unta na feel nimo nga gi love ka nako Walay Char Amping be,To my temporary happiness you may have left in my life but you always stay in my heart thank you for the easy time when it comes,To my temporary happiness. You may left in my life but you always stay in my heart. Thank you sa kadali na panahon na uban taka Unta na feel nimo nga gi love ka nako Walay Char Amping be,To my temporary happiness. You may left my life but you always stay in my heart. Thank you for the easy time when you feel like I love you so much,0
Kaya ayaw ko mag educate ng ayaw matuto Mamatay ka na lang na Tanga total choice mo na yan,So I don't want to educate you don't learn to die just a fool of your total choice,Kaya ayaw ko mag educate ng ayaw matuto Mamatay ka na lang na Tanga total choice mo na yan,So I don't want to educate you don't learn to die just a fool of your total choice,1
Kapitbahay kong lahi ni LBM Sinu man nagnakaw sa bahay namin MAMATAY na sana Lahat ng CCTV ng Baranggay pina check Wala napalaMe Sorry naman ikaw nga alam mo MAGNANAKAW binoto mo eh Tuwang tuwa ngayun nanakawan nagwawala Karma Biatch AngatBuhayNGO,My neighbor's race of LBM's race who steals our house to die all the cctv of the village checked without a good time sorry you know you thief voted for you to vote for a lot,Kapitbahay kong lahi ni LBM Sino man nagnakaw sa bahay namin MAMATAY na sana Lahat ng CCTV ng Baranggay pina check Wala napala. Me Sorry naman ikaw nga alam mo MAGNANAKAW binoto mo eh. Tuwang tuwa ngayun nanakawan nagwawala Karma Bitch AngatBuhayNGO,My neighbor's race of LBM who steals our house will die all the CCTV of the village checked. I'm sorry you know you are a thief you voted for. EVERYTHING TO KNOW THAT KARMA BITCH BITCH ANALYSHIP,1
Naniwala ka naman sa ulol na yon sinungaling yun hangang mamatay hahahaha kaya lalong na kirat char,You believe in that craziness that is a liar that dies hahahaha so much more char,"Naniwala ka naman sa ulol na iyon, sinungaling yun hangang mamatay hahahaha kaya lalong na kirat char","You believe in that craziness, it's a liar to die hahahaha",1
Bat kasi need pa ng gani2 mamatay din naman,Bat because it still needs to die,Bat kasi need pa ng ganito mamatay din naman,Bat because it still needs to die too,1
Triny ko sumali sa BBMDDS group page sa isa kong acct tas di ko kinaya 10 mins pa lang pagbabasa parang nabulok agad utak ko Curious lang naman ako sa alternate universe nila na OK lang may mamatay at manakawan,Triny i joined the bbmdds group page on one of my acct tas i did not like 10 mins i just read it like my brain was just curious i was just curious in their alternate universe that it was ok to die and rob,"Triny ko sumali sa BBMDDS group page sa isa kong account, tapos di ko kinaya 10 mins pa lang pagbabasa parang nabulok agad utak ko. Curious lang naman ako sa alternate universe nila na OK lang may mamatay at manakawan","I joined the bbmdds group page on one of my account, then I didn't even read 10 mins just read my brain immediately. I'm just curious about their alternate universe that it's ok to die and rob",1
Ok langg na basag ka wag kalang mamatay hindi ko kaya nag aaral akoo,Ok you are broken without dying I can't study,Ok lang na basag ka wag kalang mamatay hindi ko kaya nag aaral akoo,It's okay to be broken without dying I can't study,1
Inalis ko na itong bobong seaman na ito at nagkakalat sa fb ko Radikal maging totoo na bobo siya Hahahaha,I have removed this Bobong seaman and spread to FB I radically be true that he is stupid hahahaha,Inalis ko na itong bobong seaman na ito at nagkakalat sa fb ko Radikal maging totoo na bobo siya Hahahaha,I have removed this Bobong seaman and spread to FB I radically be true that he is stupid hahahaha,1
kufal ka kasi e kung di ka nag kakahol tnginanto bobo,kufal ka kasi e if you are not bored to be stupid,"kupal ka kasi eh, kung di ka nag kakahol tangina nito bobo","You are so frustrated, if you are not a fool",1
Sinabi nga late naman na bobo ampota init init eh,It is said late that stupid ampota heat eh,Sinabi nga late naman na bobo ampota init init eh,It is said late that stupid ampota heat eh,1
Kakapikon pag bobo maglaro,BOBO PLAY PLAY,Kakapikon pag bobo maglaro,BOBO PLAY PLAY,1
Ang bobo mo tipen,The stupid you are the TIPEN,Ang bobo mo tipen,The stupid you are the TIPEN,1
Gago kaya hindi ako pwede manood sa sinehan ng mga gory stuff and horror kasi1ang bobo nila madami akong snide comments2ang ingat ko and Ill prolly shout profanities to the point na baka palabas in ako sa sinehan3 Duwag ako and baka ma heart attack na qoe,So I can't watch the movie theaters of gory stuff and horror because they are so stupid that I have a lot of snide comments and I care and ill prolly shout profanities to the point that I might be out of the movie theater3 I'm cowardly and maybe my heart attack is qoe,Gago kaya hindi ako pwede manood sa sinehan ng mga gory stuff and horror kasi1ang bobo nila madami akong snide comments ang ingat ko and I will prolly shout profanities to the point na baka palabas in ako sa sinehan3 Duwag ako and baka ma heart attack na qoe,So I can't watch the movie theaters of gory stuff and horror because they are so stupid that I have a lot of snide comments and I will prolly shout profanities to the point that I might be out of theate,1
bobo ano may gumagamit ng account kong iba tas isesend convo namen bobo tlga tong lalaki nato pangit kaaway tlga,stupid what someone uses my other bag tas isend,bobo ano may gumagamit ng account kong iba tas isesend convo namen bobo talaga tong lalaki nato pangit kaaway talaga,stupid what someone uses my other than that,1
mary Masakit Ang masabihang Tanga bobo gago Mas masakit Yung alam mong matalino ka pero ginawa Kang Tanga ginawa kang bobo at ginago ka pa,Mary hurts the stupid fool stupid more painful when you know you are smart but you made you stupid,mary. Masakit Ang masabihang Tanga bobo gago Mas masakit Yung alam mong matalino ka pero ginawa Kang Tanga ginawa kang bobo at ginago ka pa,Mary. It hurts a lot of stupid stupid more when you know you are smart but you made you stupid made you stupid and changed you,1
Kumaen ng browniesNag toothbrushKumaen ulit ng browniesBobo eh,Kumaen of browniesnag toothbrushkumaen again browniesbobo eh,Kumaen ng brownies Nag toothbrush Kumain ulit ng brownies. Bobo eh,Brownies have toothbrush eat brownies again. Bobo eh,1
bobo amputa,Bobo amputa,bobo amputa,Bobo amputa,1
bobo ka talaga w,you are stupid w,bobo ka talaga,You're really stupid,1
Ah baka kaya USA United States of AustraliaDi ka magiging bobo sa geography Lovenia,Ah maybe the USA United States of Australiadi you will be stupid in geography lovenia,Ah baka kaya USA United States of AustraliaDi ka magiging bobo sa geography Lovenia,Ah maybe the USA United States of Australiadi you will be stupid in geography lovenia,1
tangaina ang bobo ko bat ko binato cp ko ang lalatuloy ng basag,My stupid bat I stoned CP,tangina ang bobo ko bat ko binato cellphone ko ang lala tuloy ng basag,My stupid bat I threw my cellphone out of the crack,1
Bobo nya puta,Bobo nya Puka,Bobo nya puta,Bobo nya Puka,1
Tangina tita ko nga pinag palit ng Asawa niya sa babaeng nakakaduo lang sa ML partida 10 years na sila at may anak ako pa kaya na bobo mag ML tas di ko sure kung ano ba tayo tanginamo Jan kana sa panda mong kaduo,My aunt has just changed her husband to a woman who has only been in ML Partida for 10 years and I have children so I am so stupid that I am not sure what we are?,Tangina tita ko nga pinag palit ng Asawa niya sa babaeng nakakaduo lang sa ML partida 10 years na sila at may anak ako pa kaya na bobo mag ML tas di ko sure kung ano ba tayo tanginamo Jan kana sa panda mong kaduo,My aunt has just changed her husband to a woman who has only been in ML Partida for 10 years and I have children so I am so stupid that I am not sure what we are?,1
Bobo hahahhaha,Bobo hahahhaha,Bobo hahahhaha,Bobo hahahhaha,1
Napakabobo talaga nito,It's really crazy,Napakabobo talaga nito,It's really crazy,1
Dati marami din naman ang Trump apologists sa socmed pero hindi sila kasing bobo ng mga DDSMarcos apologists,There were also many Trump apologists in socmed but they were not as stupid as DDSMarcos apologists,Dati marami din naman ang Trump apologists sa socmed pero hindi sila kasing bobo ng mga DDSMarcos apologists,There were also many Trump apologists in socmed but they were not as stupid as DDSMarcos apologists,1
BOBO KA NGA TLGA TO CLIM THAT DIFFERENCE,You are so stupid to clim that difference,BOBO KA NGA TaLaGA TO CLIM THAT DIFFERENCE,You really are stupid to clim that difference,1
tangina neto mga kapatid ko e niloloko ako dahil lasing na lasing ako kagabe,My brothers and sisters are cheating on me because I'm drunk so I'm drunk,tangina neto mga kapatid ko e niloloko ako dahil lasing na lasing ako kagabe,My brothers and sisters are cheating on me because I'm drunk so I'm drunk,1
tangina ang toxic mo sa fb,Tangina your toxic on fb,tangina ang toxic mo sa fb,Tangina your toxic on fb,1
sobrang naawa na ako sa sarili ko tangina,I feel so sorry for myself,sobrang naawa na ako sa sarili ko tangina,I feel so sorry for myself,1
mga 10 secondsshit man everything was moving,mga 10 secondsshit man everything was moving,mga 10 seconds shit man everything was moving,mga 10 seconds shit man everything was moving,1
ako Ayy Shit Kakeleg yan hahahahah damn,i ayy shit kakeleg yan hahahahah damn,ako Ayy Shit Kakilig yan hahahahah damn,i ayy shit kakilig yan hahahahah damn,1
Ayyy shit Yung crush ko nasa kabilang space FUCKK,Ayyy shit my crush on the other space fuckk,Ayyy shit Yung crush ko nasa kabilang space FUCKK,Ayyy shit my crush on the other space fuckk,1
Why tf be w someone if you have to constantly hide shit Disgusting as fuck,Why tf be w someone if you have to constantly hide shit Disgusting as fuck,Why the fuck be with someone if you have to constantly hide shit Disgusting as fuck,Why the fuck be with someone if you have to constantly hide shit Disgusting as fuck,1
Shit what happened,Shit what happened,Shit what happened,Shit what happened,1
Shit Tangina cant wait to dance hahaha 3 months nlng before their comeback as 15th anniversary GIRLSGENERATION,Shit Tangina cant wait to dance hahaha 3 months nlng before their comeback as 15th anniversary GIRLSGENERATION,Shit Tangina cant wait to dance hahaha 3 months nlng before their comeback as 15th anniversary GIRLSGENERATION,Shit Tangina cant wait to dance hahaha 3 months nlng before their comeback as 15th anniversary GIRLSGENERATION,1
Holy shit former churchmate in the jeep ryt now and he looks gurl that shirt about to get ripped by the chest and arms,Holy shit former churchmate in the jeep ryt now and he looks gurl that shirt about to get ripped by the chest and arms,Holy shit former churchmate in the jeep ryt now and he looks gurl that shirt about to get ripped by the chest and arms,Holy shit former churchmate in the jeep ryt now and he looks gurl that shirt about to get ripped by the chest and arms,1
Na overwhelmed talaga ako sa speech ni Taylor haha shit Naiyak ako napuyat na nmn,I was really overwhelmed by Taylor's speech haha ​​shit I was crying na na nmn,Na overwhelmed talaga ako sa speech ni Taylor haha shit Naiyak ako napuyat na naman,I was really overwhelmed by Taylor's speech haha ​​shit I was crying again,1
Never doubted himby that I mean I never doubted that he has shit like this to say,Never doubted himby that I mean I never doubted that he has shit like this to say,Never doubted him by that I mean I never doubted that he has shit like this to say,Never doubted him by that I mean I never doubted that he has shit like this to say,1
Mild level of criticism lmaoTaylor did not just go through some mild shit,Mild level of criticism lmaoTaylor did not just go through some mild shit,Mild level of criticism lmao Taylor did not just go through some mild shit,Mild level of criticism lmao Taylor did not just go through some mild shit,1
Seeing proMarcos vloggers brand Pimentel and Cayetano as OppositionDilawan is some weird shit They still cant get over the 2016 VP Debate at UST,Seeing proMarcos vloggers brand Pimentel and Cayetano as OppositionDilawan is some weird shit They still cant get over the 2016 VP Debate at UST,Seeing pro Marcos vloggers brand Pimentel and Cayetano as Opposition Dilawan is some weird shit They still can't get over the 2016 VP Debate at UST,Seeing pro Marcos vloggers brand Pimentel and Cayetano as Opposition Dilawan is some weird shit They still can't get over the 2016 VP Debate at UST,1
I cant wait to see the scene when she lied to Isko Morenos and Ping Lacsons faces about not running for president them did run for president anyway just a few days later Intense shitFun times,I cant wait to see the scene when she lied to Isko Morenos and Ping Lacsons faces about not running for president them did run for president anyway just a few days later Intense shitFun times,I cant wait to see the scene when she lied to Isko Morenos and Ping Lacsons faces about not running for president them did run for president anyway just a few days later Intense shitFun times,I cant wait to see the scene when she lied to Isko Morenos and Ping Lacsons faces about not running for president them did run for president anyway just a few days later Intense shitFun times,1
Straightforward is good shit,Straightforward is good shit,Straightforward is good shit,Straightforward is good shit,1
Trueeeew Plus ulan pa Shit talaga Huhu,Trueeew plus rain yet shit really huhu,True Plus ulan pa Shit talaga Huhu,True plus rain pa shit really huhu,1
santoss Ang hot naman ng tae mo,Santoss the hot of your shit,"santos, Ang hot naman ng tae mo","Santos, your shit is hot",1
HahahaNi minsan hindi nagsayang ng oras ang bubuyog para ipaliwanag sa langaw na mas masarap ang honey kaysa sa tae,Hahahani sometimes not wasting the bee time to explain to flies that honey is more delicious than shit,Hahaha kahit minsan hindi nagsayang ng oras ang bubuyog para ipaliwanag sa langaw na mas masarap ang honey kaysa sa tae,Hahaha at times the bee didn't waste time,1
Curious questionGaano katagal yung swerte pag nakatapak ng tae Tataya sana ako sa lotto kanina kaso sarado na eh bekeleng nemern valid pa bukas balakayujan,Curious QuestionNo How long the luck is that I have tapped the shit I would have bet on the lottery earlier case closed,"Curious question, Gaano katagal yung swerte pag nakatapak ng tae Tataya sana ako sa lotto kanina kaso sarado na eh bekeleng nemern valid pa bukas bahala kayo diyan","Curious question, how long is it lucky to have a shit I will bet on the lottery earlier case closed",1
Actually wala naman akong pake talaga Pero nakakainis lang kasi Try niyo ikwento yan sa kilala ako Hindi yung maninira kayo sa hindi naman ako kilala Saka alam niyo doon sa mga naniwala para kayong kumain ng tae ng asong tumatahol makuha lang ang simpatsiya ng mga tao Ngi,Actually I have nothing to do with it but it's just annoying because you try to tell me that I don't know if you don't know me then you know those who believe to eat a dog's poop just get the people who are funny,Actually wala naman akong pake talaga Pero nakakainis lang kasi Try niyo ikwento yan sa kilala ako Hindi yung maninira kayo sa hindi naman ako kilala Saka alam niyo doon sa mga naniwala para kayong kumain ng tae ng asong tumatahol makuha lang ang simpatsiya ng mga tao Ngi,Actually I have nothing to do with it but it's just annoying because you try to tell me that I don't know if you don't know me then you know those who believe to eat a dog's poop just get the people who are funny,1
Tanginang tae yan pakalat kalat,That shit is scattered,Tanginang tae yan pakalat kalat,That shit is scattered,1
What if suntukin ko ulo ko,What if I hit my head,What if suntukin ko ulo ko,What if I hit my head,1
Tangina nabura yung mga video,Tangina erased the videos,Tangina nabura yung mga video,Tangina erased the videos,1
Umuwi ka na baby tangina mo HAHAHA,Go home baby you tangina hahaha,Umuwi ka na baby tangina mo HAHAHA,Go home baby you tangina hahaha,1
tangina malalasing ata ako HAHAHA,Tangina get drunk ata ako hahaha,tangina malalasing ata ako HAHAHA,Tangina get drunk ata ako hahaha,1
Bad trip ako today be ha HAHAHAHAHAH TANGINA,Bad trip ako today be ha hahahahahah tangina,Bad trip ako today be ha HAHAHAHAHAH TANGINA,Bad trip ako today be ha hahahahahah tangina,1
Kakabasa ko lang statement ng mga Marcos HAHAHAH tangina reputation daw ng Fam amp Sino ka diyan Taylor swift Tatandaan ko lahat ng bumoto kay bbm na kakilala ko HAHAHAHAH from now on who you kayo gaga,I just read a statement of the marcos hahahah tangina reputation of the fam amp amp,Kakabasa ko lang statement ng mga Marcos HAHAHAH tangina reputation daw ng Fam amp Sino ka diyan Taylor swift Tatandaan ko lahat ng bumoto kay bbm na kakilala ko HAHAHAHAH from now on who you kayo gaga,I just read a statement of the marcos hahahah tangina reputation of the fam amp amp,1
Tangina niyo kapangyarihan lang talaga habol niyo,You just have the power to do it,Tangina niyo kapangyarihan lang talaga habol niyo,You just have the power to do it,1
Tangina ang hirappp,Take off the hardship,Tangina ang hirap,Take the hardships,1
Nakakabadtrip tangina,Nakakabadtrip tangina,Nakakabadtrip tangina,Nakakabadtrip tangina,1
what if manalbahe na ko kasi tangina niyong lahat,What if I was going to take it all because you were all,what if manalbahe na ko kasi tangina niyong lahat,What if I was going to take it all because you were all,1
Tangina How will we survive the next 6 years with these buffoons,Tangina How will we survive the next 6 years with these buffoons,Tangina How will we survive the next 6 years with these buffoons,Tangina How will we survive the next 6 years with these buffoons,1
Pasalamat ka may ND lang kundi tangina magrereklamo na talaga ako,Thank you for just ND but I will complain that I really,Pasalamat ka may ND lang kundi tangina magrereklamo na talaga ako,Thank you for just ND but I will complain that I really,1
nakakapagod na tangina,Tired of tangina,nakakapagod na tangina,Tired of tangina,1
Bakit sabay sabay nanaman tong mga concert Tangina mukhang walang matitirang pera sa papasok,Why at the same time at the same time the concerts seem to have no money left to go in,Bakit sabay sabay nanaman tong mga concert Tangina mukhang walang matitirang pera sa papasok,Why at the same time at the same time the concerts seem to have no money left to go in,1
Tinotopak ako tas totopakin ka rin Tangina mo sino manunuyo,I was treated with you too,Tinotopak ako tas totopakin ka rin Tangina mo sino manunuyo,I was treated with you too,1
tangina kinakabahan ako sa concert ni justin ang tagal ng announcement di pa ganon kalaki ipon ko,I was nervous about Justin's concert for the time,tangina kinakabahan ako sa concert ni justin ang tagal ng announcement di pa ganon kalaki ipon ko,I was nervous about Justin's concert for the time,1
tangina ang pangit ng digipack quality ng SM sobrang fragile ganern pero natetempt ako dito kasi ang ganda nung design nung graphics huhuhu,Tangina the ugly digipack quality of SM super fragile ganern but I was here because the graphics design was nice,tangina ang pangit ng digipack quality ng SM sobrang fragile ganern pero natetempt ako dito kasi ang ganda nung design nung graphics huhuhu,Tangina the ugly digipack quality of SM super fragile ganern but I was here because the graphics design was nice,1
Tangina kala ko nasa illicit affairs era ako Buti nilinaw,I was just in the illicit affairs era I was clear,Tangina kala ko nasa illicit affairs era ako Buti nilinaw,I was just in the illicit affairs era I was clear,1
Tangina mo kasi tanga tanga,Tangina for Kasi Tanga Tanga,Tangina mo kasi tanga tanga,Tangina for Kasi Tanga Tanga,1
wala ba akong exciting part tangina bigyan nyo naman ako ng magandang twist Mag kakalahating taon na puro problema na namaaaan,Don't I have any exciting part to give me a good twist for half a year that is a problem that is in trouble,wala ba akong exciting part tangina bigyan nyo naman ako ng magandang twist Mag kakalahating taon na puro problema na namaaaan,Don't I have any exciting part to give me a good twist for half a year that is a problem that is in trouble,1
Sobrang dami naman ng downs ng 2022 ko Tangina di ko na alam gagawin,I have so much down the downs of 2022 I don't know what to do,Sobrang dami naman ng downs ng 2022 ko Tangina di ko na alam gagawin,I have so much down the downs of 2022 I don't know what to do,1
tangina gagawin ko lahat para lang makabili ng tix ng concert ni justin bieber kahit ano pa yan,I'll do it all just to buy justin bieber's concert tix whatever else,tangina gagawin ko lahat para lang makabili ng tix ng concert ni justin bieber kahit ano pa yan,I'll do it all just to buy justin bieber's concert tix whatever else,1
Di nyo ko i ja judge sa close friends story ko tangina nyo Maging thankful nalang kayo na kasama kayo sa close friend ok Lmao,I don't judge my close friends story to be thankful that you are with you close friend ok lmao,Di nyo ko i ja judge sa close friends story ko tangina nyo Maging thankful nalang kayo na kasama kayo sa close friend ok Lmao,I don't judge my close friends story to be thankful that you are with you close friend ok lmao,1
Grabe ka naman chowking p noval 20 minutes yung Chao fan ko tapos kung di ko pa I follow up di pa serve understandable kung niluluto pa kaso I seserve nyo hindi na mainit tangina badtrip pa naman ako kasi gutom na ako peste,You're so bad chowking p Noval 20 minutes my chao fan is done if i haven't followed up yet not serve understandable if i cook more case i don't care if i'm not hot tangina badtrip i'm still hungry,Grabe ka naman chowking p noval 20 minutes yung Chao fan ko tapos kung di ko pa I follow up di pa serve understandable kung niluluto pa kaso I seserve nyo hindi na mainit tangina badtrip pa naman ako kasi gutom na ako peste,You're so bad chowking p Noval 20 minutes my chao fan is done if i haven't followed up yet not serve understandable if i cook more case i don't care if i'm not hot tangina badtrip i'm still hungry,1
Again a womans body is her own fucking business Youre fucking asshole and disgusting Tangina mo Bolick ULOL GAGO KA,Again a womans body is her own fucking business Youre fucking asshole and disgusting Tangina mo Bolick ULOL GAGO KA,Again a womans body is her own fucking business Youre fucking asshole and disgusting Tangina mo Bolick ULOL GAGO KA,Again a womans body is her own fucking business Youre fucking asshole and disgusting Tangina mo Bolick ULOL GAGO KA,1
What if di nalang ako umattend ng graduation day HAHAHAHA tangina parang wala lang kasi e,What if I didn't attend graduation day hahahaha tangina like nothing,What if di nalang ako umattend ng graduation day HAHAHAHA tangina parang wala lang kasi e,What if I didn't attend graduation day hahahaha tangina like nothing,1
For the economy sister be safe always tangina mo paden,For the economy sister be safe always tangina mo paden,For the economy sister be safe always tangina mo paden,For the economy sister be safe always tangina mo paden,1
nagsabay lahat ng problema tangina,all the problems tangina,nagsabay lahat ng problema tangina,all the problems tangina,1
may nanguuto nanaman saken tangina netohuuntog koto hahahahahaha,There is a lot,may nanguuto nanaman saken tangina netohuuntog koto hahahahahaha,There is a lot,1
Tangina galit ako pero nag aalala ako anong oras na wala pa sa bahay,I was angry but I was worried about what time it wasn't home,Tangina galit ako pero nag aalala ako anong oras na wala pa sa bahay,I was angry but I was worried about what time it wasn't home,1
DIBAAAA A TANGINA NIYO,Dibaaaa a tangina niyo,DIBA TANGINA NInYO,Diba tangina you,1
Tangina gusto ko mag SAMGYUUUUUUUP,Tangina i like samgyuuuuuuuup,Tangina gusto ko mag SAMGYUP,Tangina i like samgyup,1
Triptrip ko nanaamn tangina di maka sakay sa humor ko lol,Triptrip ko nanaamn tangina di maka ride on my humor lol,Triptrip ko nanaamn tangina di maka sakay sa humor ko lol,Triptrip ko nanaamn tangina di maka ride on my humor lol,1
tangina ubos lakas ko sa paglalaba,Tangina consuming my strength in laundry,tangina ubos lakas ko sa paglalaba,Tangina consuming my strength in laundry,1
Pereng tenge to,Tenge to,Parang tanga to,Marang tanga to,1
be careful what you tolerate,be careful what you tolerate,be careful what you tolerate,be careful what you tolerate,1
I go for na di nlng magtalk di me nireplyan hahaha ayyyy,I go for na di nlng magkal di aka nireplyan hahaha ayyyy,I go for na di nalang magtalk di me nireplyan hahaha ay,I go for that in the meant,1
Walang iiyak Patay lang ang iniiyakan,No crying is just dead,Walang iiyak. Patay lang ang iniiyakan,No crying. The crying is just dead,1
Im not part of that 31M mga BOBO-ng botante ng Pilipinas,Im not part of that 31m stupid voters of the Philippines,Im not part of that 31M mga BOBO-ng botante ng Pilipinas,Im not part of that 31m stupid voters of the Philippines,1
Totoo may collectible na 203B estate tax sa Marcoses Pwede na i forego yung ibang line items dyan if nakolekta nila Clowns talaga,It is true that there is a collectible 203B estate tax on Marcoses can forego other line items there if they collect clowns really,Totoo may collectible na 203B estate tax sa Marcoses Pwede na i forego yung ibang line items dyan if nakolekta nila Clowns talaga,It is true that there is a collectible 203B estate tax on Marcoses can forego other line items there if they collect clowns really,1
